road_name,road_distance,route_name,bus_station,brt_station,peak_hours,average_speed,travel_time,fare,landmark_nearby,road_type,traffic_lights_count,route_type,congestion_level,passenger_capacity,alternative_routes,bus_station_location,brt_station_location,geojson_data
Bagamoyo Road,15.3,Route 20,Tegeta,Kariakoo,17:00-19:00,15,37,2000,National Stadium,Main Road,9,Bus,High,50,Alt-Bagamoyo Road,"-6.801172, 39.202656","-6.893151, 39.364715","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.202656, -6.801172]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 20', 'station': 'Tegeta', 'congestion_level': 'High'}}"
Nyerere Road,20.5,Route 1,Buguruni,Kimara,12:00-14:00,21,79,700,Kariakoo Market,Main Road,0,Bus,Medium,50,Alt-Nyerere Road,"-6.861015, 39.23699","-6.834532, 39.317336","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.23699, -6.861015]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 1', 'station': 'Buguruni', 'congestion_level': 'Medium'}}"
Bagamoyo Road,25.6,Route 14,Sinza,Gerezani,07:00-09:00,35,10,1000,Kariakoo Market,Feeder Road,8,Bus,Medium,50,Alt-Bagamoyo Road,"-6.842219, 39.286585","-6.885318, 39.242628","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.286585, -6.842219]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 14', 'station': 'Sinza', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,18.7,Route 1,Mwenge,Gerezani,12:00-14:00,45,39,1500,Mlimani City Mall,Feeder Road,4,Bus,Low,50,Alt-Sam Nujoma Road,"-6.873603, 39.359753","-6.814854, 39.216516","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.359753, -6.873603]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 1', 'station': 'Mwenge', 'congestion_level': 'Low'}}"
Nyerere Road,12.2,Route 12,Kimara,Kivukoni,12:00-14:00,31,46,1500,National Stadium,Feeder Road,0,Bus,Medium,50,Alt-Nyerere Road,"-6.828707, 39.20605","-6.714939, 39.325069","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.20605, -6.828707]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 12', 'station': 'Kimara', 'congestion_level': 'Medium'}}"
Morogoro Road,20.5,Route 19,Tegeta,Kimara,12:00-14:00,50,89,700,Uhuru Stadium,Highway,5,Bus,Low,50,Alt-Morogoro Road,"-6.887603, 39.21089","-6.804369, 39.331283","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.21089, -6.887603]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 19', 'station': 'Tegeta', 'congestion_level': 'Low'}}"
Nyerere Road,15.3,Route 10,Mbagala,Mbezi,17:00-19:00,11,115,700,Uhuru Stadium,Highway,5,Bus,High,50,Alt-Nyerere Road,"-6.773176, 39.268789","-6.736316, 39.28496","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.268789, -6.773176]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 10', 'station': 'Mbagala', 'congestion_level': 'High'}}"
Ali Hassan Mwinyi Road,20.5,Route 9,Buguruni,Magomeni,12:00-14:00,17,88,1500,Kariakoo Market,Highway,3,Bus,High,50,Alt-Ali Hassan Mwinyi Road,"-6.848406, 39.351207","-6.789422, 39.371884","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.351207, -6.848406]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 9', 'station': 'Buguruni', 'congestion_level': 'High'}}"
Sam Nujoma Road,15.3,Route 1,Magomeni,Mbezi,12:00-14:00,15,42,700,Posta City Center,Main Road,7,Bus,High,50,Alt-Sam Nujoma Road,"-6.795049, 39.359793","-6.751273, 39.267027","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.359793, -6.795049]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 1', 'station': 'Magomeni', 'congestion_level': 'High'}}"
Nyerere Road,20.5,Route 2,Tegeta,Magomeni,12:00-14:00,29,16,1000,Uhuru Stadium,Main Road,6,Bus,Medium,50,Alt-Nyerere Road,"-6.720776, 39.213747","-6.857127, 39.361923","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.213747, -6.720776]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 2', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
Bagamoyo Road,25.6,Route 3,Mbagala,Gerezani,17:00-19:00,45,84,1500,Posta City Center,Highway,5,Bus,Low,50,Alt-Bagamoyo Road,"-6.868461, 39.242801","-6.730901, 39.331359","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.242801, -6.868461]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 3', 'station': 'Mbagala', 'congestion_level': 'Low'}}"
Nyerere Road,20.5,Route 19,Mwenge,Ubungo,07:00-09:00,11,32,500,Uhuru Stadium,Feeder Road,0,Bus,High,50,Alt-Nyerere Road,"-6.751036, 39.272643","-6.827568, 39.22535","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.272643, -6.751036]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 19', 'station': 'Mwenge', 'congestion_level': 'High'}}"
Sam Nujoma Road,15.3,Route 3,Kariakoo,Kimara,12:00-14:00,36,71,1500,Posta City Center,Feeder Road,6,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.705556, 39.253833","-6.700041, 39.231356","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.253833, -6.705556]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 3', 'station': 'Kariakoo', 'congestion_level': 'Medium'}}"
Nyerere Road,18.7,Route 13,Mwenge,Kimara,12:00-14:00,25,26,500,National Stadium,Main Road,3,Bus,Medium,50,Alt-Nyerere Road,"-6.791389, 39.323824","-6.866397, 39.247189","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.323824, -6.791389]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 13', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Bagamoyo Road,12.2,Route 9,Mwenge,Kimara,17:00-19:00,19,23,1000,Kariakoo Market,Main Road,9,Bus,High,50,Alt-Bagamoyo Road,"-6.86114, 39.297279","-6.735704, 39.222762","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.297279, -6.86114]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 9', 'station': 'Mwenge', 'congestion_level': 'High'}}"
Ali Hassan Mwinyi Road,18.7,Route 11,Mwenge,Kimara,17:00-19:00,20,98,1000,Kariakoo Market,Feeder Road,2,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.718064, 39.281843","-6.833895, 39.251821","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.281843, -6.718064]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 11', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Morogoro Road,18.7,Route 17,Posta,Magomeni,17:00-19:00,51,57,500,National Stadium,Feeder Road,8,Bus,Low,50,Alt-Morogoro Road,"-6.810099, 39.353808","-6.703556, 39.281811","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.353808, -6.810099]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 17', 'station': 'Posta', 'congestion_level': 'Low'}}"
Morogoro Road,15.3,Route 4,Tegeta,Kimara,17:00-19:00,36,33,1000,Mlimani City Mall,Main Road,8,Bus,Medium,50,Alt-Morogoro Road,"-6.789427, 39.251571","-6.716856, 39.356928","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.251571, -6.789427]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 4', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
Morogoro Road,12.2,Route 16,Mwenge,Gerezani,07:00-09:00,29,105,500,Posta City Center,Feeder Road,1,Bus,Medium,50,Alt-Morogoro Road,"-6.852548, 39.34118","-6.824476, 39.282291","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.34118, -6.852548]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 16', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,20.5,Route 11,Tegeta,Kivukoni,07:00-09:00,37,53,700,Posta City Center,Main Road,8,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.832918, 39.248903","-6.765509, 39.301048","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.248903, -6.832918]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 11', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
Nyerere Road,12.2,Route 13,Tegeta,Kimara,17:00-19:00,36,32,700,Kariakoo Market,Feeder Road,9,Bus,Medium,50,Alt-Nyerere Road,"-6.813361, 39.305487","-6.887005, 39.269721","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.305487, -6.813361]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 13', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,12.2,Route 8,Tegeta,Ubungo,12:00-14:00,56,43,1500,Posta City Center,Highway,0,Bus,Low,50,Alt-Ali Hassan Mwinyi Road,"-6.899836, 39.369398","-6.749167, 39.370838","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.369398, -6.899836]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 8', 'station': 'Tegeta', 'congestion_level': 'Low'}}"
Ali Hassan Mwinyi Road,18.7,Route 16,Magomeni,Ubungo,17:00-19:00,37,11,1000,National Stadium,Highway,5,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.79634, 39.249275","-6.883303, 39.250268","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.249275, -6.79634]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 16', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
Morogoro Road,15.3,Route 2,Magomeni,Gerezani,12:00-14:00,53,38,1000,Kariakoo Market,Main Road,2,Bus,Low,50,Alt-Morogoro Road,"-6.747265, 39.264574","-6.738406, 39.368213","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.264574, -6.747265]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 2', 'station': 'Magomeni', 'congestion_level': 'Low'}}"
Bagamoyo Road,15.3,Route 9,Posta,Kimara,17:00-19:00,58,80,500,Mlimani City Mall,Main Road,9,Bus,Low,50,Alt-Bagamoyo Road,"-6.807193, 39.240514","-6.845062, 39.394735","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.240514, -6.807193]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 9', 'station': 'Posta', 'congestion_level': 'Low'}}"
Morogoro Road,25.6,Route 7,Magomeni,Kariakoo,12:00-14:00,34,118,1500,Posta City Center,Highway,3,Bus,Medium,50,Alt-Morogoro Road,"-6.726893, 39.320076","-6.811445, 39.328861","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.320076, -6.726893]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 7', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
Nyerere Road,25.6,Route 3,Tegeta,Ubungo,17:00-19:00,45,49,2000,Mlimani City Mall,Feeder Road,9,Bus,Low,50,Alt-Nyerere Road,"-6.743478, 39.377902","-6.848216, 39.293724","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.377902, -6.743478]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 3', 'station': 'Tegeta', 'congestion_level': 'Low'}}"
Bagamoyo Road,12.2,Route 9,Magomeni,Kivukoni,07:00-09:00,53,80,2000,National Stadium,Feeder Road,8,Bus,Low,50,Alt-Bagamoyo Road,"-6.756376, 39.219359","-6.819578, 39.277663","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.219359, -6.756376]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 9', 'station': 'Magomeni', 'congestion_level': 'Low'}}"
Nyerere Road,25.6,Route 11,Ubungo,Ubungo,12:00-14:00,19,67,1500,Mlimani City Mall,Feeder Road,1,Bus,High,50,Alt-Nyerere Road,"-6.757643, 39.330305","-6.896767, 39.373759","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.330305, -6.757643]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 11', 'station': 'Ubungo', 'congestion_level': 'High'}}"
Bagamoyo Road,15.3,Route 19,Mwenge,Magomeni,17:00-19:00,36,42,500,National Stadium,Main Road,0,Bus,Medium,50,Alt-Bagamoyo Road,"-6.897675, 39.21655","-6.855723, 39.268567","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.21655, -6.897675]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 19', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Morogoro Road,18.7,Route 20,Kariakoo,Kariakoo,07:00-09:00,37,20,500,Uhuru Stadium,Main Road,8,Bus,Medium,50,Alt-Morogoro Road,"-6.73461, 39.373087","-6.775339, 39.270185","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.373087, -6.73461]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 20', 'station': 'Kariakoo', 'congestion_level': 'Medium'}}"
Nyerere Road,18.7,Route 8,Posta,Kariakoo,12:00-14:00,54,88,2000,Kariakoo Market,Main Road,2,Bus,Low,50,Alt-Nyerere Road,"-6.722832, 39.331636","-6.826116, 39.349807","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.331636, -6.722832]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 8', 'station': 'Posta', 'congestion_level': 'Low'}}"
Nyerere Road,15.3,Route 14,Magomeni,Ubungo,07:00-09:00,11,78,1000,Mlimani City Mall,Main Road,5,Bus,High,50,Alt-Nyerere Road,"-6.876827, 39.38178","-6.776399, 39.353203","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.38178, -6.876827]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 14', 'station': 'Magomeni', 'congestion_level': 'High'}}"
Bagamoyo Road,18.7,Route 13,Sinza,Ubungo,07:00-09:00,32,98,1500,Kariakoo Market,Feeder Road,6,Bus,Medium,50,Alt-Bagamoyo Road,"-6.837814, 39.396803","-6.73774, 39.354674","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.396803, -6.837814]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 13', 'station': 'Sinza', 'congestion_level': 'Medium'}}"
Morogoro Road,25.6,Route 2,Kariakoo,Kariakoo,17:00-19:00,36,60,500,Kariakoo Market,Main Road,2,Bus,Medium,50,Alt-Morogoro Road,"-6.883893, 39.396033","-6.743206, 39.359022","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.396033, -6.883893]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 2', 'station': 'Kariakoo', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,15.3,Route 3,Buguruni,Kariakoo,12:00-14:00,17,48,2000,Posta City Center,Feeder Road,8,Bus,High,50,Alt-Sam Nujoma Road,"-6.774252, 39.287663","-6.733535, 39.236795","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.287663, -6.774252]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 3', 'station': 'Buguruni', 'congestion_level': 'High'}}"
Nyerere Road,12.2,Route 9,Mbagala,Kariakoo,07:00-09:00,30,110,1000,Kariakoo Market,Main Road,6,Bus,Medium,50,Alt-Nyerere Road,"-6.798641, 39.331656","-6.790627, 39.244173","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.331656, -6.798641]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 9', 'station': 'Mbagala', 'congestion_level': 'Medium'}}"
Nyerere Road,15.3,Route 10,Kariakoo,Gerezani,12:00-14:00,44,13,1500,Uhuru Stadium,Highway,4,Bus,Low,50,Alt-Nyerere Road,"-6.834444, 39.35096","-6.808832, 39.310675","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.35096, -6.834444]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 10', 'station': 'Kariakoo', 'congestion_level': 'Low'}}"
Morogoro Road,25.6,Route 5,Buguruni,Kivukoni,12:00-14:00,35,34,500,Uhuru Stadium,Main Road,3,Bus,Medium,50,Alt-Morogoro Road,"-6.701559, 39.386778","-6.76216, 39.213485","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.386778, -6.701559]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 5', 'station': 'Buguruni', 'congestion_level': 'Medium'}}"
Bagamoyo Road,20.5,Route 17,Posta,Kariakoo,17:00-19:00,48,12,1500,Mlimani City Mall,Main Road,7,Bus,Low,50,Alt-Bagamoyo Road,"-6.79911, 39.25103","-6.745896, 39.277382","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.25103, -6.79911]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 17', 'station': 'Posta', 'congestion_level': 'Low'}}"
Ali Hassan Mwinyi Road,20.5,Route 4,Buguruni,Kimara,17:00-19:00,40,111,1500,National Stadium,Feeder Road,7,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.782908, 39.268387","-6.875068, 39.394666","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.268387, -6.782908]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 4', 'station': 'Buguruni', 'congestion_level': 'Medium'}}"
Nyerere Road,20.5,Route 15,Ubungo,Gerezani,12:00-14:00,42,25,1500,Kariakoo Market,Main Road,5,Bus,Low,50,Alt-Nyerere Road,"-6.792861, 39.210909","-6.881266, 39.249096","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.210909, -6.792861]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 15', 'station': 'Ubungo', 'congestion_level': 'Low'}}"
Morogoro Road,15.3,Route 12,Magomeni,Magomeni,07:00-09:00,11,115,1500,Uhuru Stadium,Highway,5,Bus,High,50,Alt-Morogoro Road,"-6.71643, 39.324971","-6.705915, 39.288831","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.324971, -6.71643]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 12', 'station': 'Magomeni', 'congestion_level': 'High'}}"
Ali Hassan Mwinyi Road,12.2,Route 7,Posta,Kivukoni,17:00-19:00,13,118,1500,Posta City Center,Main Road,4,Bus,High,50,Alt-Ali Hassan Mwinyi Road,"-6.893679, 39.343918","-6.857132, 39.280392","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.343918, -6.893679]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 7', 'station': 'Posta', 'congestion_level': 'High'}}"
Ali Hassan Mwinyi Road,25.6,Route 2,Ubungo,Kimara,07:00-09:00,31,80,500,Kariakoo Market,Feeder Road,9,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.825226, 39.272962","-6.843083, 39.297085","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.272962, -6.825226]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 2', 'station': 'Ubungo', 'congestion_level': 'Medium'}}"
Morogoro Road,20.5,Route 18,Magomeni,Magomeni,17:00-19:00,22,57,500,Kariakoo Market,Main Road,7,Bus,Medium,50,Alt-Morogoro Road,"-6.720356, 39.227975","-6.752876, 39.334099","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.227975, -6.720356]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 18', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
Morogoro Road,12.2,Route 12,Ubungo,Mbezi,07:00-09:00,53,68,1500,National Stadium,Feeder Road,0,Bus,Low,50,Alt-Morogoro Road,"-6.855666, 39.213629","-6.730526, 39.287361","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.213629, -6.855666]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 12', 'station': 'Ubungo', 'congestion_level': 'Low'}}"
Nyerere Road,15.3,Route 3,Mbagala,Ubungo,17:00-19:00,57,38,2000,National Stadium,Main Road,0,Bus,Low,50,Alt-Nyerere Road,"-6.75042, 39.359647","-6.786325, 39.287847","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.359647, -6.75042]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 3', 'station': 'Mbagala', 'congestion_level': 'Low'}}"
Sam Nujoma Road,12.2,Route 18,Kimara,Mbezi,07:00-09:00,14,57,2000,Uhuru Stadium,Main Road,9,Bus,High,50,Alt-Sam Nujoma Road,"-6.789697, 39.25544","-6.856529, 39.351459","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.25544, -6.789697]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 18', 'station': 'Kimara', 'congestion_level': 'High'}}"
Ali Hassan Mwinyi Road,25.6,Route 14,Sinza,Ubungo,12:00-14:00,23,57,2000,Uhuru Stadium,Highway,3,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.734832, 39.387475","-6.710982, 39.204417","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.387475, -6.734832]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 14', 'station': 'Sinza', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,15.3,Route 12,Tegeta,Mbezi,12:00-14:00,49,33,500,Uhuru Stadium,Highway,0,Bus,Low,50,Alt-Sam Nujoma Road,"-6.779557, 39.208137","-6.752324, 39.268717","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.208137, -6.779557]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 12', 'station': 'Tegeta', 'congestion_level': 'Low'}}"
Sam Nujoma Road,25.6,Route 4,Posta,Gerezani,07:00-09:00,53,32,1500,National Stadium,Feeder Road,6,Bus,Low,50,Alt-Sam Nujoma Road,"-6.78068, 39.278431","-6.846438, 39.373425","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.278431, -6.78068]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 4', 'station': 'Posta', 'congestion_level': 'Low'}}"
Bagamoyo Road,15.3,Route 4,Posta,Magomeni,17:00-19:00,14,119,1000,Uhuru Stadium,Main Road,2,Bus,High,50,Alt-Bagamoyo Road,"-6.709493, 39.218445","-6.759685, 39.246822","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.218445, -6.709493]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 4', 'station': 'Posta', 'congestion_level': 'High'}}"
Morogoro Road,12.2,Route 5,Magomeni,Gerezani,12:00-14:00,29,93,1500,National Stadium,Feeder Road,5,Bus,Medium,50,Alt-Morogoro Road,"-6.878445, 39.278507","-6.718554, 39.343052","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.278507, -6.878445]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 5', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
